Date,Session default channel group,Sessions,Total users,Ecommerce purchases,Purchase revenue
2025-04-01,Paid Search,1134,988,23,18639.77999999999
2025-07-22,Unassigned,1134,990,15,8577.1
2025-03-28,Direct,1132,998,9,4778.37
2025-04-07,Direct,1132,988,17,7176.660000000001
2025-06-01,Affiliates,1132,1083,5,2112.18
2025-11-06,Cross-network,1131,1071,4,2326.2
2025-06-18,Organic Search,1130,964,6,4651.28
2025-08-20,Organic Search,1130,970,21,15034.067379999999
2025-05-13,Paid Search,1128,932,20,9589.46
2025-03-26,Cross-network,1127,1030,10,5699.789999999999
2025-09-20,Organic Social,1127,1112,1,404.1
2025-07-28,Organic Search,1126,966,7,4056.69
2025-09-08,Unassigned,1126,1022,8,12383.25
2025-08-15,Organic Social,1125,1096,2,718.94
2025-06-19,Organic Search,1124,954,6,3974.16
2025-02-08,Paid Social,1123,1109,0,0.0
2025-01-27,Cross-network,1122,957,14,8987.640000000001
2025-02-01,Organic Search,1122,948,10,5931.47
2025-07-05,Organic Social,1121,1082,2,650.5799999999999
2025-03-11,Direct,1120,945,19,15113.3
2025-06-04,Direct,1120,967,24,11123.94
2025-04-10,Unassigned,1119,985,14,6997.7
2025-05-25,Affiliates,1119,1060,11,3868.69
2025-08-18,SMS,1119,860,53,53826.5
2025-03-20,Direct,1118,972,19,16448.420000000002
2025-04-04,Paid Search,1117,944,15,8047.48
2025-05-28,Direct,1117,960,34,18266.86
2025-05-28,Organic Social,1117,1061,9,5676.99
2025-05-29,Direct,1116,1002,10,18691.799999999996
2025-07-14,Organic Search,1116,942,4,759.39
2025-02-06,Paid Social,1115,1091,0,0.0
2025-03-22,Affiliates,1115,1056,10,5221.9400000000005
2025-08-05,Organic Search,1115,972,8,6030.75
2025-08-06,Organic Search,1114,961,10,4578.34
2025-11-17,Affiliates,1114,1097,4,1004.55
2025-04-04,Organic Social,1113,1073,8,6440.029999999999
2025-04-09,Affiliates,1113,1066,1,415.05
2025-10-14,Unassigned,1113,1039,17,9035.530874
2025-06-19,Cross-network,1112,999,11,7667.360000000001
2025-08-06,Organic Social,1111,1059,3,651.17
2025-04-05,Direct,1110,963,8,7696.89
2025-04-03,Paid Search,1109,918,20,12293.119999999999
2025-05-11,Paid Search,1109,917,40,23049.62
2025-04-30,Paid Search,1108,930,29,15172.410000000002
2025-03-07,Direct,1107,967,19,13387.120000000003
2025-05-17,Organic Search,1107,952,18,11329.44
2025-08-07,Organic Social,1107,1068,3,844.5600000000001
2025-03-26,Direct,1106,959,16,9217.86
2025-03-27,Paid Search,1106,945,21,14835.059999999998
2025-04-06,Unassigned,1105,996,16,9921.13
2025-05-09,Paid Search,1104,908,28,20552.23
2025-05-30,Direct,1104,970,18,8982.869999999999
2025-07-18,Unassigned,1104,926,17,11487.029999999999
2025-08-18,Organic Social,1104,1082,5,2726.83
2025-04-02,Direct,1103,954,21,15796.93
2025-04-03,Direct,1103,975,14,11499.32
2025-05-31,Organic Search,1103,930,13,6231.28
2025-06-23,Organic Search,1102,926,3,3449.74
2025-08-15,Direct,1100,993,25,16476.989999999998
2025-08-26,Unassigned,1100,989,25,19804.36
2025-10-31,Unassigned,1100,1034,12,6576.35
2025-04-08,Paid Social,1099,1069,1,486.04
2025-06-10,Paid Search,1099,917,17,9172.9
2025-09-11,Paid Other,1099,646,0,0.0
2025-04-07,Paid Search,1098,921,13,8721.640000000001
2025-03-25,Paid Search,1096,918,14,11489.539999999999
2025-07-12,Organic Social,1096,1060,6,4619.17
2025-03-23,Email,1094,912,87,42360.06999999999
2025-03-27,Direct,1094,935,11,11955.460000000001
2025-02-28,Direct,1093,897,19,9092.970000000003
2025-03-24,Paid Search,1093,926,28,21078.05
2025-08-19,Direct,1093,942,39,19206.010000000002
2025-10-03,Organic Social,1093,1074,0,0.0
2025-04-10,Paid Search,1092,931,13,7514.9
2025-06-24,Organic Search,1091,942,9,3537.63
2025-03-23,Affiliates,1090,1049,15,6837.439999999999
2025-07-12,Cross-network,1089,990,12,6947.4299999999985
2025-03-28,Paid Search,1087,918,20,11887.710000000001
2025-04-25,Unassigned,1087,936,18,7581.379999999998
2025-05-07,Paid Search,1087,885,23,11677.3
2025-08-09,Organic Social,1087,1039,9,2759.89
2025-08-12,Organic Social,1086,1044,6,2634.98
2025-02-27,Organic Social,1085,1060,2,740.5
2025-08-04,Organic Social,1085,1034,0,0.0
2025-10-05,Organic Social,1083,1074,5,3083.1
2025-05-08,Paid Search,1082,883,13,6366.259999999999
2025-07-28,Organic Social,1082,1033,2,881.59
2025-02-22,Direct,1081,915,24,16416.61
2025-03-16,Cross-network,1081,945,16,10253.659999999998
2025-08-17,Direct,1081,957,62,47020.380000000005
2025-04-11,Direct,1080,944,15,12880.63
2025-06-25,Organic Search,1080,917,8,12320.67
2025-02-27,Direct,1079,911,11,5636.870000000001
2025-08-01,Unassigned,1079,950,20,10076.890000000001
2025-03-13,Direct,1078,911,19,11038.730000000001
2025-03-18,Direct,1078,906,11,5312.679999999999
2025-07-07,Organic Search,1078,920,7,4923.150000000001
2025-07-28,Direct,1078,959,13,6430.53
2025-08-10,Cross-network,1078,1024,3,600.38
2025-07-21,Unassigned,1077,940,13,5454.000000000001
2025-06-13,Organic Search,1075,917,5,2440.1299999999997
2025-04-08,Direct,1073,956,14,6793.259999999999
2025-07-02,Organic Search,1071,899,4,3298.07
2025-04-05,Paid Search,1070,905,19,15857.470000000001
2025-04-09,Paid Search,1070,900,13,10023.76
2025-08-24,Unassigned,1070,965,41,27408.139999999996
2025-10-09,Unassigned,1069,1020,8,3780.8
2025-02-09,Paid Social,1068,1036,0,0.0
2025-03-01,Direct,1068,908,21,13954.62
2025-03-18,Paid Search,1068,921,18,15648.23
2025-07-01,Organic Search,1068,893,6,2578.69
2025-05-23,Paid Social,1067,1028,3,1176.15
2025-07-25,Cross-network,1067,985,3,1017.7499999999999
2025-02-02,Cross-network,1066,926,20,15547.550000000001
2025-08-03,Organic Search,1066,924,10,5524.169999999999
2025-01-29,Cross-network,1065,937,9,5677.56
2025-08-05,Organic Social,1064,1024,5,2049.54
2025-09-10,Cross-network,1064,1009,1,559.2
2025-07-21,Organic Search,1063,934,8,3839.24
2025-02-10,Paid Social,1060,1026,1,94.83
2025-07-17,Organic Search,1059,923,9,7909.11
2025-03-26,Organic Social,1058,1028,9,796.35
2025-08-13,Organic Social,1058,1034,4,444.70000000000005
2025-08-25,Direct,1057,935,24,13448.839793000003
2025-01-05,Paid Social,1056,1004,0,0.0
2025-03-14,Direct,1055,888,23,16156.730000000001
2025-06-05,Direct,1055,907,20,10595.0
2025-07-20,Unassigned,1055,909,23,13786.15
2025-03-08,Direct,1054,916,18,11869.110000000002
2025-06-28,Organic Social,1054,1014,2,842.3
2025-11-07,Organic Social,1054,1029,1,380.25
2025-06-09,Cross-network,1053,933,20,13948.229999999998
2025-03-21,Paid Search,1052,894,18,12374.32
2025-03-29,Direct,1052,900,12,10453.89
2025-07-10,Organic Social,1052,1029,3,623.47
2025-07-22,Direct,1052,948,18,5620.48
2025-02-03,Cross-network,1051,933,16,11422.86
2025-07-28,Unassigned,1050,926,15,6022.549999999999
2025-05-19,Direct,1049,927,9,3951.9300000000003
2025-02-18,Paid Social,1047,1023,0,0.0
2025-08-21,SMS,1047,859,30,26903.341894000005
2025-04-06,Paid Search,1046,908,23,12884.240000000002
2025-05-10,Paid Search,1046,843,23,12730.240000000002
2025-03-15,Direct,1045,932,18,11426.209999999997
2025-05-22,Paid Search,1045,871,41,21491.690000000006
2025-09-20,Unassigned,1045,952,9,6081.4
2025-03-26,Paid Search,1043,869,13,7891.03
2025-06-15,Organic Search,1041,896,17,11560.16
2025-03-16,Direct,1039,881,23,17570.28
2025-08-02,Unassigned,1039,885,9,4775.82
2025-09-23,Cross-network,1039,988,5,2697.05
2025-07-16,Cross-network,1038,927,6,7500.18
2025-09-07,Paid Other,1038,649,1,224.5
2025-07-22,Organic Search,1037,898,7,3301.2000000000003
2025-01-24,Affiliates,1036,1005,3,1027.47
2025-07-25,Organic Social,1035,980,7,3928.3100000000004
2025-07-23,Organic Social,1034,995,5,1431.96
2025-02-01,Cross-network,1031,891,10,9228.780000000002
2025-02-20,Paid Social,1031,997,2,1026.87
2025-03-03,Cross-network,1031,883,7,6742.15
2025-09-05,Organic Social,1031,991,4,1962.65
2025-05-20,Cross-network,1030,875,17,9146.480000000001
2025-07-30,Organic Social,1030,982,7,2862.8599999999997
2025-05-26,Affiliates,1027,967,20,8884.45
2025-08-21,Organic Search,1026,866,27,16591.52
2025-08-01,Organic Search,1025,871,7,1506.1799999999998
2025-01-25,Cross-network,1024,896,11,8519.36
2025-08-11,Organic Search,1024,887,7,4329.13
2025-02-05,Cross-network,1023,891,5,4297.39
2025-04-01,Direct,1023,891,17,10960.790000000003
2025-08-13,Organic Search,1023,888,10,9351.415018
2025-08-21,Organic Social,1023,989,4,3305.94
2025-06-07,Organic Search,1022,887,8,5456.660000000001
2025-07-22,Organic Social,1021,980,2,1432.17
2025-08-07,Organic Search,1020,860,6,1670.42
2025-08-25,Organic Social,1020,979,6,5061.74
2025-11-07,Cross-network,1020,961,5,4676.75
2025-10-04,Organic Social,1019,999,1,825.0
2025-04-22,Direct,1018,860,12,5490.209999999999
2025-07-16,Paid Search,1017,899,14,9083.85
2025-02-12,Paid Social,1014,993,0,0.0
2025-07-24,Organic Social,1013,976,6,3676.6699999999996
2025-07-29,Organic Social,1013,977,3,3305.3799999999997
2025-10-08,Organic Social,1013,1001,1,1197.0
2025-02-16,Paid Social,1012,985,1,1205.33
2025-03-04,Cross-network,1012,863,5,2919.8
2025-04-02,Cross-network,1012,915,11,7124.06
2025-04-17,Direct,1012,866,9,4687.29
2025-10-22,Cross-network,1011,959,8,4975.55
2025-01-21,Cross-network,1010,884,15,12346.779999999997
2025-04-23,Direct,1010,903,12,7419.4400000000005
2025-06-16,Unassigned,1010,858,13,7474.2699999999995
2025-05-03,Paid Social,1008,977,0,0.0
2025-01-13,Paid Shopping,1007,928,0,0.0
2025-01-30,Cross-network,1006,907,16,10438.07
2025-03-22,Paid Search,1006,856,46,26706.059999999994
2025-01-05,Affiliates,1005,942,1,1165.5
2025-07-10,Organic Search,1005,884,11,6929.89
2025-01-23,Cross-network,1004,868,14,13616.94
2025-04-09,Paid Social,1004,972,1,938.52
2025-05-05,Paid Social,1004,996,1,295.96
2025-01-08,Referral,1002,862,5,2590.2
2025-06-02,Organic Social,1002,960,7,3565.11
2025-07-24,Organic Search,1002,857,6,2342.61
2025-02-06,Cross-network,1000,868,9,4364.68
2025-08-19,Organic Search,1000,866,21,10048.135639
2025-04-08,Unassigned,998,879,21,12160.51
2025-06-26,Organic Search,997,868,2,412.15
2025-07-16,Organic Search,997,862,10,4143.5599999999995
2025-07-27,Unassigned,997,861,12,3262.7799999999997
2025-04-06,Direct,996,866,17,17318.539999999997
2025-08-12,Organic Search,996,876,16,10380.452311000001
2025-08-22,Organic Social,996,979,0,0.0
2025-08-20,Organic Social,995,972,6,5553.17
2025-08-23,Unassigned,995,882,33,19081.93
2025-09-07,Organic Social,995,974,2,745.65
2025-01-19,Paid Shopping,994,934,2,672.95
2025-08-22,Direct,992,865,30,20000.476706999998
2025-03-09,Direct,991,863,26,14862.73
2025-03-27,Organic Social,991,957,4,348.26
2025-09-23,Unassigned,991,902,6,987.2
2025-07-11,Organic Social,990,968,0,0.0
2025-09-21,Unassigned,990,923,10,7369.334644
2025-04-03,Affiliates,989,950,3,1639.4299999999998
2025-05-29,Organic Social,988,941,3,3054.54
2025-03-07,Paid Social,987,926,0,0.0
2025-07-24,Cross-network,987,897,6,3689.7699999999995
2025-06-08,Affiliates,986,947,8,3171.1
2025-06-10,Direct,986,839,19,10337.960000000003
2025-06-28,Unassigned,986,834,22,11509.18
2025-07-23,Organic Search,985,847,8,2775.6499999999996
2025-08-23,Organic Social,985,972,8,3993.73
2025-11-13,Paid Search,984,912,14,6457.35
2025-04-02,Affiliates,983,956,3,690.4499999999999
2025-09-16,Paid Search,982,869,6,3408.85
2025-07-26,Organic Social,980,932,7,4363.2699999999995
2025-03-06,Paid Social,978,915,0,0.0
2025-03-30,Direct,978,856,23,15429.88
2025-06-08,Direct,978,863,23,14308.789999999999
2025-07-08,Direct,978,849,15,3606.7899999999995
2025-05-20,Paid Search,976,793,24,13558.610000000002
2025-11-09,Cross-network,976,929,5,1632.5
2025-09-26,Unassigned,975,895,5,2592.2
2025-10-05,Unassigned,975,925,11,7584.599999999999
2025-09-09,Paid Other,973,564,0,0.0
2025-09-10,Unassigned,973,867,13,6168.95
2025-11-11,Cross-network,973,932,6,4200.090603
2025-06-01,Organic Social,972,917,9,3439.98
2025-07-07,Direct,972,839,58,5253.29
2025-08-12,Direct,972,825,38,9517.18
2025-10-20,Cross-network,972,922,7,4871.049999999999
2025-10-24,Cross-network,972,921,8,5072.85
2025-02-04,Cross-network,971,846,3,2660.3700000000003
2025-10-02,Unassigned,971,894,35,12377.334886999999
2025-10-23,Cross-network,971,917,6,3680.1
2025-01-28,Cross-network,970,851,15,10112.93
2025-10-14,Paid Search,970,881,15,8927.7
2025-01-10,Email,968,857,3,1691.5500000000002
2025-04-04,Cross-network,968,845,12,10955.029999999999
2025-08-08,Unassigned,968,850,12,8105.420000000001
2025-04-21,Unassigned,967,863,21,14291.750000000002
2025-06-08,Paid Search,967,831,37,20726.47
2025-01-11,Affiliates,966,918,1,381.65
2025-09-15,Paid Search,966,853,11,3900.5
2025-11-14,Cross-network,965,902,17,13019.5
2025-01-31,Cross-network,964,850,11,11792.759999999998
2025-06-17,Unassigned,964,820,15,9231.29
2025-03-24,Organic Social,963,913,5,1527.4300000000003
2025-01-24,Cross-network,962,846,10,9838.69
2025-02-11,Paid Social,961,946,0,0.0
2025-04-24,Cross-network,961,850,11,7392.61
2025-10-07,SMS,961,823,4,823.55
2025-08-26,Organic Social,960,927,6,1315.22
2025-10-21,Cross-network,960,901,6,2465.95
2025-06-01,Direct,957,845,14,5668.61
2025-08-16,Unassigned,957,858,44,20261.059504000004
2025-06-29,Organic Search,956,814,6,4733.099999999999
2025-08-15,Cross-network,956,877,7,4380.537233999999
2025-09-27,Unassigned,956,870,12,6464.65
2025-03-07,Cross-network,955,798,14,8780.149999999998
2025-11-02,Paid Search,955,862,15,7262.0
2025-04-10,Organic Social,954,911,5,4593.360000000001
2025-04-18,Direct,953,843,16,9168.09
2025-05-08,Cross-network,953,819,8,2729.54
2025-09-17,Paid Search,953,856,9,6600.3
2025-04-17,Paid Search,952,788,19,15057.87
2025-04-30,Affiliates,952,904,5,3384.3500000000004
2025-05-24,Paid Search,952,786,42,16544.51
2025-04-22,Unassigned,951,825,14,12094.4
2025-07-18,Organic Search,951,832,1,744.44
2025-01-22,Cross-network,950,836,13,6341.75
2025-07-01,Direct,950,808,16,7260.18
2025-09-06,Organic Social,950,931,0,0.0
2025-04-03,Cross-network,949,851,9,4840.639999999999
2025-03-01,Cross-network,948,817,8,4351.37
2025-09-07,Affiliates,947,943,0,0.0
2025-06-14,Organic Search,946,810,10,6901.060000000001
2025-08-25,Organic Search,946,814,12,11827.73
2025-01-08,Affiliates,943,892,1,277.916346
2025-05-30,Organic Social,943,904,6,3880.9100000000003
2025-06-22,Organic Search,943,809,9,5879.77
2025-08-02,Organic Search,943,826,6,1941.08
2025-01-14,Referral,942,795,4,3457.15
2025-08-13,Direct,941,836,27,29881.815789
2025-04-06,Cross-network,940,830,8,6382.839999999999
2025-04-15,Direct,940,823,8,7888.070000000001
2025-06-20,Unassigned,940,833,11,5848.210000000001
2025-06-26,Unassigned,940,820,7,3328.6600000000008
2025-08-14,Organic Search,940,827,19,14235.436865
2025-10-15,Unassigned,940,875,10,5588.900000000001
2025-01-14,Affiliates,939,905,1,594.15
2025-02-13,Paid Social,939,907,1,404.55
2025-03-12,Paid Social,939,925,0,0.0
2025-05-27,Affiliates,939,912,11,4086.5599999999995
2025-10-06,Organic Social,939,922,1,1079.1
2025-03-31,Cross-network,938,858,10,6040.969999999999
2025-05-14,Paid Search,938,774,17,6905.78
2025-07-25,Organic Search,938,795,9,4407.34
2025-08-08,Organic Social,938,899,1,437.91
2025-03-11,Paid Social,937,911,1,378.84
2025-10-23,Paid Search,937,827,14,5826.7
2025-04-21,Direct,936,804,9,7044.12
2025-04-28,Paid Search,936,787,29,12797.619999999997
2025-09-08,Paid Other,936,534,0,0.0
2025-10-31,Cross-network,935,904,2,1624.9499999999998
2025-07-29,SMS,934,737,7,2415.35
2025-01-09,Referral,933,789,5,4865.46
2025-06-11,Direct,933,787,15,11472.240000000002
2025-11-10,Cross-network,933,889,6,3482.9
2025-02-23,Cross-network,932,786,10,9674.859999999999
2025-10-13,Paid Search,932,849,16,8776.1
2025-06-17,Direct,930,829,13,8372.32
2025-01-20,Paid Shopping,929,875,3,3734.9
2025-03-25,Organic Social,929,878,8,2168.4
2025-07-15,Direct,929,837,21,7001.63
2025-08-24,Direct,929,812,28,19236.422046
2025-08-15,Organic Search,928,803,16,6444.419904
2025-03-10,Cross-network,925,798,13,8836.79
2025-07-27,Organic Search,925,820,3,814.45
2025-11-04,Unassigned,925,846,11,5510.900577
2025-07-11,Organic Search,924,794,7,5194.049999999999
2025-07-03,Organic Search,922,777,6,6083.58
2025-07-13,Organic Search,922,819,4,2786.27
2025-10-15,Paid Search,922,831,13,5891.9
2025-06-20,Organic Search,921,776,6,2031.6499999999999
2025-11-01,Paid Search,921,839,13,8215.4
2025-02-17,Paid Social,919,890,3,3030.25
2025-02-08,Cross-network,918,790,12,10248.279999999999
2025-02-25,Cross-network,918,786,7,5284.75
2025-08-24,Cross-network,918,830,32,14504.679999999998
2025-06-24,Unassigned,917,785,11,6314.45
2025-05-24,SMS,915,745,26,17048.829999999998
2025-07-06,Direct,915,787,14,10787.86
2025-08-12,Cross-network,914,866,12,6079.91
2025-01-20,Email,913,794,9,7235.620000000001
2025-04-28,Cross-network,913,797,22,14136.03
2025-08-23,Direct,912,793,31,22981.319999999996
2025-04-06,Paid Social,910,890,0,0.0
2025-06-12,Direct,910,794,12,8194.29
2025-02-26,Cross-network,909,769,10,9245.500000000002
2025-07-15,Cross-network,909,801,6,3546.6600000000003
2025-04-05,Cross-network,908,777,11,5376.419999999999
2025-07-03,Direct,907,788,11,4148.1
2025-09-10,Paid Other,907,622,0,0.0
2025-01-15,Affiliates,906,865,2,959.28
2025-02-15,Affiliates,906,862,7,2925.5
2025-06-08,SMS,906,692,49,28096.05999999999
2025-07-26,Direct,906,840,12,6787.9
2025-07-09,Direct,905,794,16,4959.23
2025-08-14,Direct,905,789,62,12313.619999999999
2025-06-07,Organic Social,904,875,3,3564.82
2025-07-19,Unassigned,903,760,16,8712.789999999999
2025-06-09,Paid Search,901,761,34,20434.12
2025-08-29,Paid Search,900,757,33,19369.85
2025-04-16,Paid Search,899,756,12,7636.450000000001
2025-05-25,SMS,899,715,30,14903.739999999996
2025-09-07,Unassigned,899,815,13,7317.64984
2025-02-09,Cross-network,898,757,13,12530.320000000002
2025-08-10,Organic Search,898,801,7,2961.9100000000003
2025-09-06,Unassigned,898,833,13,7535.2
2025-04-14,Direct,897,780,15,11843.630000000001
2025-06-08,Cross-network,897,782,24,15825.11
2025-06-27,Organic Search,897,776,5,2002.47
2025-02-28,Cross-network,896,748,17,11496.91
2025-06-03,Organic Social,896,854,2,456.86
2025-10-16,Paid Search,896,820,19,10917.45
2025-01-06,Organic Shopping,895,786,11,5325.8
2025-02-22,Paid Shopping,895,864,1,136.42
2025-04-06,Organic Social,895,851,2,961.98
2025-07-21,Direct,895,785,29,14900.999999999998
2025-06-04,Organic Social,894,864,6,2439.5099999999998
2025-06-13,Direct,894,757,18,11326.460000000001
2025-07-20,Organic Search,893,778,5,1891.02
2025-08-08,Organic Search,893,770,6,4249.89
2025-05-31,Affiliates,891,850,12,4780.009999999999
2025-05-31,Direct,891,773,13,7967.859999999999
2025-06-18,Direct,890,756,12,13009.51
2025-10-17,Cross-network,887,847,4,4452.9
2025-10-26,Unassigned,887,823,15,7372.871993999999
2025-10-30,Paid Search,887,803,8,4643.25
2025-02-07,Cross-network,886,774,8,6964.04
2025-04-14,Paid Search,885,748,9,4225.35
2025-09-16,Unassigned,885,797,19,8882.05
2025-10-03,Unassigned,885,818,18,7576.614503000001
2025-04-27,Cross-network,883,791,18,14086.560000000001
2025-10-20,Unassigned,883,819,16,6631.0
2025-04-14,Paid Social,882,861,0,0.0
2025-05-19,Paid Search,882,736,18,9809.740000000002
2025-05-29,Paid Search,882,712,14,7339.79
2025-08-17,Organic Search,881,762,15,9483.02
2025-05-28,Paid Search,880,714,26,15250.879999999997
2025-10-12,Unassigned,880,811,16,8839.0
2025-01-02,Affiliates,879,817,2,837.2
2025-02-10,Cross-network,879,752,8,6913.13
2025-10-07,Organic Social,879,852,3,3425.1
2025-01-17,Paid Shopping,878,826,1,783.34
2025-10-29,Paid Search,878,776,15,7997.250000000001
2025-04-10,Paid Social,877,850,0,0.0
2025-04-20,Unassigned,877,800,25,19667.379999999997
2025-08-28,SMS,876,680,32,18400.100000000002
2025-02-24,Cross-network,875,753,10,9017.99
2025-03-09,Cross-network,875,756,10,8233.64
2025-06-30,Direct,875,757,10,4576.279999999999
2025-04-26,Cross-network,874,769,11,4975.71
2025-03-05,Cross-network,873,729,9,7429.94
2025-03-27,Cross-network,872,792,13,10165.810000000001
2025-04-12,Paid Social,872,843,0,0.0
2025-10-06,Paid Search,872,782,5,2933.6
2025-06-04,Paid Search,871,717,19,10592.859999999999
2025-06-19,Unassigned,871,758,14,8206.82
2025-07-14,Direct,871,762,21,8677.61
2025-07-16,Direct,871,778,15,8723.5
2025-04-12,Direct,870,740,19,16047.050000000003
2025-04-15,Cross-network,869,757,8,7411.7
2025-11-14,SMS,869,705,25,14278.488739000002
2025-03-17,Cross-network,868,764,9,7097.59
2025-04-16,Direct,868,759,10,5475.700000000001
2025-04-24,Paid Search,868,703,23,13106.240000000003
